JobID	GroupID	Title	Description	Requirements	City	State	Country	Zip5	StartDate	EndDate
2090	1	Manager - Benefits and Payroll Systems	<center></center>\r\n<span><br /></span>\r\n<span>Mt. Hood Community College is seeking a knowledgeable and participatory Manager -- Benefits and Payroll Systems. The selected candidate will fulfill the functions of leadership and management in a manner that promotes the College's core vision, mission, goals, values and strategic direction.<br><br>As an integral part of the Human Resources leadership team, the successful candidate will support the Chief Human Resources Officer (CHRO) with strategic organizational and managerial leadership and manage the day-to-day operations of benefits and payroll.<br><br>Qualifications:<br>Education: Bachelor's degree in accounting or related field, or Certified Payroll Professional (CPP) or Certified Employee Benefit Specialist (CEBS)<br>Experience:<br>&bull; Five years of payroll management experience<br>&bull; Three years of supervisory experience<br>&bull; Experience working with diverse backgrounds of the College's community, students and employees; and demonstrated commitment to promoting access and diversity<br><br>At the College's discretion, additional qualifying education/experience may substitute for education/experience, on a year for year basis.<br><br>To view the complete job description and to apply online, visit <a href="http://apptrkr.com/237006">http://jobs.mhcc.edu/applicants/Central?quickFind=51967</a>. MHCC only accepts online applications.<br><br>For assistance with the online application, please call 503-491-7612 or email hr@mhcc.edu. MHCC is an Equal Opportunity Employer that actively supports workforce diversity. </span>\r\n\r\n<br /><br /><br /><br /><br />Copyright &copy;2011 Jobelephant.com Inc. All rights reserved.</br><br /><a href="http://www.jobelephant.com/">Posted by the FREE value-added recruitment advertising agency</a> \r\n<br /><br /><b>jeid-d278f28c63c3817ec78ae19bbb580354</b>	Please refer to the Job Description to view the requirements for this job	Gresham	OR	US	97030	2012-03-02 12:07:57.92	2012-04-01 23:59:59
2091	1	Sr. Software Architect	Sr. Software Architect â (Fort Lauderdale, FL) - Develop platform architecture & create breakthrough techno innovations; develop web-based apps using newer technology incl. J2EE & Oracle. Background in OOAD & JUnit. Reqs: Bachelors or equiv + 3 yrs. exp. Send apps to jobs@icare.com	Please refer to the Job Description to view the requirements for this job	Fort Lauderdale	FL	US		2012-03-02 13:07:53.767	2012-04-01 23:59:59
2092	1	CUSTOMER SERVICE	<b>CUSTOMER SERVICE\r\nNo Associated Fees\r\n\r\nGreater Juneau area opportunities!</b>\r\n\r\nEnjoy this unique and interesting position and the associated training. Are you interested in providing feedback to a Fortune 50 company specific to store conditions and service levels? Hourly rate for driving time, observation time, report time applies. Mileage reimbursed based on distance associated with assignments. \r\n\r\n<b>For additional information and to submit an on line application visit:\r\n\r\nhttps://qualityshopper.org</b>	Please refer to the Job Description to view the requirements for this job	Juneau	AK	US	99801	2012-03-02 14:07:55.633	2012-04-01 23:59:59
2093	1	Dental - Experienced Ortho Treatment Counselor	Dental-Exper'd Ortho\nTreatment Counselor\n Bilingual Spanish/English. Some traveling. \nSouth Bay area.  \n Call (310) 644-4413 Los Angeles Times 2012-03-02 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Hawthorne	CA	US	90250	2012-03-02 15:07:47.887	2012-04-01 23:59:59
2094	1	Traffic Control Journeyman	The City of Burbank, a thriving community in southern Californiaâs world-class media center, is a great place to live and an even better place to work. We have an outstanding opportunity available for Traffic Control Journeyman to perform a variety of skilled jobs in traffic control maintenance activities; operate a variety of tools and equipment; and do related work as required.\r\n\r\nResponsibilities include performing a variety of traffic control maintenance work such as painting street markings, parking lines, lines and directional messages on City streets; installing raised pavement \r\nbuttons on street surfaces; removing obsolete traffic markings on street surfaces; mixing and using a wide variety of paints and chemicals; cleaning and maintaining street marking and painting equipment and brushes; operating jack hammer, power rams, air compressor, and a variety of other hand and power tools and equipment; driving a truck and street striping machine;  installing freeway advance warning signs and overhead street signs; establishing traffic flow by setting up cones, barricades, delineators and flags to ensure safety of workers; may act as lead worker over a small number of employees.\r\n\r\n\r\nEmployees in this classification are required by applicable laws and regulations to have respiratory protection and selected candidate shall comply with the American National Standards Instituteâs requirements on Practices for Respiratory Protection.\r\n\r\nWe offer a starting salary of $3,455 to $4,763 per month plus superb benefits including City-contributed retirement plan, cafeteria-style health benefits, and tuition reimbursement. Resumes will not be accepted in lieu of a City of Burbank application. In addition, a Supplemental Questionnaire must also be submitted. Please apply online at http://agency.governmentjobs.com/burbankca or to obtain an application, please visit Human Resources, or call our 24-hour Jobline at 818-238-5000. Completed application and supplemental questionnaire must be returned NO LATER THAN 5 p.m. Friday, March 16, 2012 to Human Resources, City of Burbank, 301 E. Olive Avenue, Suite 101, Burbank, CA 91502. The City of Burbank is an Equal Opportunity Employer.	Two years of recent experience in traffic control maintenance work, including one year at a higher skill level than Laborer and a valid California Class âCâ driverâs license or equivalent are required. \r\nA California Class âAâ driverâs license or equivalent may be required if necessary to meet City needs. \r\n\r\nKnowledge of the tools, equipment and materials commonly used in traffic control maintenance; a variety of paints and chemicals; methods and techniques used in the installation, maintenance, and repair of signs and street markings; ability to operate and maintain trucks, jack hammers, air compressors, power rams, booms, and other mechanical equipment; work safely in heavy traffic areas such as streets and intersections; perform work in inclement weather; read blueprints; measure distances accurately and layout work precisely; mechanical ability; follow written and oral directions;  supervise the work of a small crew; and establish and maintain effective working relationships with supervisors, fellow employees, and the public is also needed.	Burbank	CA	US	91502	2012-03-02 16:07:49.327	2012-04-01 23:59:59
2095	1	Cashier/Service Receptionist	Cashier/Service \nReceptionist\nSanta Monica BMW\nFull time 10 to 7 Tues thru Saturdays\nEmail <a href="mailto:Lu@smbmw.com">Lu@smbmw.com</a> \nWalk ins welcome\n1127 Santa Monica Blvd\nSanta Monica, Los Angeles Times 2012-03-02 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Santa Monica	CA	US	90401	2012-03-02 17:07:53.483	2012-04-01 23:59:59
2096	1	BOOKKEEPING	Bookkeeper  &\n A/R SPECIALIST\nLarge, growing, West L.A. garment co. seeking Full Charge Bookkeeper w/acct. deg, min. 5 yrs. Exp. Factoring exp. a plus. strong analytical and comm skills. Excel exp. AS/400 a plus. A/R Specialist: min 5 yrs. exp. Strong verbal and written comm skills, exp. working with high volume retailers & Factors. Excel exp, AS/400 a plus. Competitive salary/excellent benefits. Send resume: \n310-237-0986(F)/\n corazonmusni@\n <a href="http://topsondowns.com">topsondowns.com</a> Los Angeles Times 2012-03-02 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Los Angeles	CA	US	90071	2012-03-02 18:07:40.993	2012-04-01 23:59:59
2097	1	Air Conditioning Journeymen Installer Helpers	AIR CONDITIONING \nHelpers Needed. Minimum 2 Years Exp Required.\nJourneymen/Installers Needed. Minimum 8 Years Experience Required.\n Please Contact John @ (805)857-2532 Los Angeles Times 2012-03-02 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Los Angeles	CA	US	90001	2012-03-02 19:07:55.633	2012-04-01 23:59:59
2098	1	Clinic Manager	***Medical****\r\nClinic in LA County looking \r\nfor exp. Manager. Must be experience with state and federal medical programs (i.e.CHDP, HMO, CPSP, CDP, etc.)  \r\n \r\nQualifications Must have at least a AA college degree. LVN (lisence vocational nurse Preferred).\r\n\r\nSalary:  Based on experience\r\nPh. (323) 562-6182\r\nFax (323) 562-6185\r\ne-mail:\r\n <a href="mailto:miortiz@ahnmedical.com">miortiz@ahnmedical.com</a> Los Angeles Times 2012-03-02 <br /><br />Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Los Angeles	CA	US		2012-03-02 19:08:00.117	2012-04-01 23:59:59
2099	1	Management Accountant	Management Accountant. Collect & analyze comp. financial info. Prep. acctng reports: Bal sheets, income stmnts & tax returns. Advise on operating budget & Id cost savings Req: Master in Accntng. or Business Admin., w/ courses in Accntng., Finance & Mgmnt. 40 hr/wk. Job/Interview Site. EL Monte, CA. Email Resume to: Delta Tour & Travel Services, Inc. (DBA Charming Holidays (U.S.A.) @  <a href="mailto:kitty@deltatours.com">kitty@deltatours.com</a> Los Angeles Times 2012-03-02 <br /><br />Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	El Monte	CA	US	91731	2012-03-02 20:07:45.467	2012-04-01 23:59:59
2100	1	Project Manager Construction Manager	CONSTRUCTION\n Angeles Contractor, Inc. in Buena Park, CA is Hiring  Sr. Project Manager/Project Manager/Superintendent for Public Construction Projects. Certified QSP (Qualified SWPPP Practitioner) preferred. E-Mail: chriskim@\n<a href="http://angelescontractor.com">angelescontractor.com</a>\nFax: (714) 443-3293\n Tel: 714-443-3655 Los Angeles Times 2012-03-05 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Buena Park	CA	US	90621	2012-03-05 14:07:47.36	2012-04-04 23:59:59
2101	1	Marketing Communications Coordinator	<b><center>Marketing Communications Coordinator </center></b>\r\n<hr>\r\nLeading Electronics Manufacturing company looking for self starter with excellent interpersonal/communications skills/ talent for understanding customer needs and optimizing collateral material. \r\n<p>\r\n<ul><li>Working knowledge of MS Office, CSS Adobe creative programs, and CMS.  \r\n<li>Responsible for ensuring website operations functioning and  up to date.</li> \r\n<li>Marketing coordinator will work closely with Sales Management.</li> \r\n<li>Minimum Qualifications: 5-10 years of experience in professional  marketing /advertising. Marketing or communications degree preferred. </li>\r\n<li>Social media savvy in a professional environment.</li></ul>  \r\n<p>\r\n<b>"Bilingual English/Spanish is a plus".  </b>\r\nCompetitive pay scale based upon experience, and benefits package. \r\nAll applicants considered for employment will be subject to Background Check prior to employment. Please send us your current resume and salary requirements to pilar@louroe.com	Please refer to the Job Description to view the requirements for this job	Van Nuys	CA	US	91406	2012-03-11 01:18:55.81	2012-04-10 23:59:59
2102	1	Medical Workers Comp Collector	MEDICAL \nWorker's Comp Collector\nFor busy worker's comp  clinic in Paramount. \n2-3 years exp. \nFax: 562-630-0701  \nmedical@paramount\n<a href="http://physician.com">physician.com</a> Los Angeles Times 2012-03-06 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Paramount	CA	US	90723	2012-03-06 14:07:40.57	2012-04-05 23:59:59
2103	1	AUTOMOTIVE FINANCE MANAGER/DIRECTOR	automotive\nFINANCE MANAGER/DIRECTOR OPPORTUNITY\nDiamond Honda of Glendale is looking for a great candidate for Finance Manager/Director. Our Dealership provides many benefits, along with great work environment. Experience is necessary for this position. Please email your resume to:\nthassoun@\n<a href="http://diamondhonda.com">diamondhonda.com</a> Los Angeles Times 2012-03-06 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Los Angeles	CA	US	90001	2012-03-06 15:07:50.093	2012-04-05 23:59:59
2104	1	Chief of Police	<center></center>\r\n<SPAN STYLE= "" ><br /></SPAN>\r\n<SPAN STYLE= "" ><STRONG>The Institution:</STRONG><BR>The Los Rios Community College District is a two-year public college district serving the greater Sacramento region. Our district includes American River, Cosumnes River, Folsom Lake and Sacramento City colleges; major centers in Placerville, Davis, West Sacramento, Natomas and Rancho Cordova; and special services for business and industry.<BR><BR>Our colleges offer transfer education - students complete freshman and sophomore years and transfer to a four-year college or university - and AA/AS degrees and certificates in over 70 career fields. The District's 2400 square mile service area includes Sacramento and El Dorado counties and parts of Yolo, Placer, and Solano counties. Over 85,000 students are enrolled in our colleges.<BR><BR>The District Office houses a number of district-wide services. These include the Chancellor's office, Board Room, Legal Services, Business Services, Human Resources, Institutional Research, Resource Development and Information Technology. Other district wide services which can be found at various locations around the community are the District Police Department, Facilities Management Department and the Business and Economic Development Center. Each department strives for the highest quality in all program, services, and activities for our communities and staff.<BR>      <BR><BR><STRONG>Position Summary:</STRONG><BR>Primary Responsibilities:<BR>Under the direction of the Deputy Chancellor, directs District-wide security and safety services; directs and supervises the daily operations, activities and resources of the college police departments to ensure the strict enforcement of state and local laws, codes, District Policy and Regulations relating to public safety and welfare, and the protection of District properties; serves as a liaison to local law enforcement and emergency service agencies.<BR><BR>Typical Duties:<BR>. Plans, organizes, coordinates and directs District-wide events and activities related to Los Rios CCD Police Department services. <BR>. Establishes and maintains effective working relationships within, among and between the colleges of the District and local law enforcement agencies. <BR>. Continually reviews legislative changes and legal mandates related to college police to ensure District compliance.<BR>. Develops and maintains the District-wide college police operational manual and General Orders. Provides technical expertise, information and assistance to the colleges and District regarding safety and security programs to ensure a safe and efficient environment for staff, students and the public.<BR>. Administers the centralized video surveillance system. <BR>. Administers the centralized Communications Center for POST compliance.<BR>. Coordinates the Continued Professional Training (CPT) of all assigned personnel in accordance with California Peace Officer Standards and Training (POST) mandates.<BR>.Coordinates the facilitation of a Community Oriented Policing (COP) approach to law enforcement.<BR>. Participates in the interview process of potential candidates for employment.<BR>. Recommends candidates for employment; recommends transfers, reassignments, and disciplinary actions as appropriate.<BR>. Oversees investigations and assures proper reporting related to apprehension and arrest of violators of city, county and state laws as necessary.<BR>. Directs the preparation and maintenance of a variety of narrative and statistical reports, including reports required under the Clery Act; prepares and maintains records and files related to security and safety data and information.<BR>. Responsible for the establishment and maintenance of files and records on District police matters. <BR>. Attends and participates in District staff and committee meetings as scheduled.<BR>. Receives and directs the investigation of citizen inquiries and complaints regarding department personnel or procedures.<BR>. Prepares, implements and monitors department budget; plans, organizes, develops and  implements operational procedures to ensure that quality control and performance standards are maintained in a cost effective manner.<BR>. Coordinates and oversees the District vehicle parking and enforcement program. <BR>. Coordinates the District Emergency Preparedness Programs and oversees Homeland Security issues. <BR>. Supervises and evaluates the performance of assigned personnel.<BR>. Assignment may include day, evening and weekend work hours, at any campus.<BR>. Other duties as assigned by the Deputy Chancellor.<BR>      <BR><BR><STRONG>Additional Position Summary:</STRONG><BR>Knowledge of:<BR>Legal mandates, policies, regulations and operational procedures pertaining to a community college police department; the Public Safety Officers Procedural Bill of Rights (POBAR) Act; management concepts and principles of the District;  materials, tools, equipment and practices used in public safety operations; structure, functions and inter-relationships of state and local law enforcement and emergency agencies; the diverse academic, socioeconomic, cultural, disability, and ethnic backgrounds of community college students and staff; the operations of a multi-college district.\t\t<BR>\t<BR>Ability to:<BR>Ensure compliance with all laws, regulations and policies through effective supervision and leadership; develop and implement short and long-term plans and procedures in support of efficient, effective public safety operations; ensure effective customer service from employees supervised; communicate well, both orally and in writing; analyze problems and apply appropriate problem-solving and decision-making skills; work independently with limited supervision; work with diverse populations; maintain records accurately and completely; work cooperatively with other local law enforcement agencies and college communities.<BR>      <BR><BR><STRONG>Minimum Qualifications:</STRONG><BR>1. Bachelor's degree in Criminal Justice, Police Science, Public Administration or closely related field from an accredited institution completed by June 18, 2012. <BR><BR>2. Must meet all applicable Peace Officer Standards and Training (POST) certification requirements; possess by date of hire and maintain current POST certification.<BR><BR>3. Possess by date of hire and maintain a Management POST certification.<BR><BR>4. Five (5) years of increasingly responsible and successful experience in law enforcement, including three years in a high-level supervisory/management capacity. <BR><BR>5. Must possess at the date of hire and maintain a valid First Aid/CPR Certificate; must possess at the date of hire and maintain a valid California Driver's License with no suspensions or revocations in any state within the last five (5) years.<BR><BR>6. Must pass a thorough background investigation which includes a criminal history, psychological and physical exam.<BR><BR>7. Have sensitivity to and understanding of the diverse academic, socioeconomic, cultural, disability, and ethnic backgrounds of community college students, including those with physical or learning disabilities as it relates to differences in learning styles.<BR>      <BR><BR><STRONG>Application Instructions:</STRONG><BR>To receive full consideration applicants applying to this Los Rios Community College posting are required to submit:<BR><BR>1. The LRCCD Administrative application<BR>2. Unofficial transcripts of college/university work ** (graduate advising documents and grade reports will not be accepted as unofficial transcripts). NOTE: Los Rios employees are also required to submit unofficial copies of transcripts.<BR>3. Resume<BR>4. Two letters of recommendation<BR>5. Letter of Interest<BR><BR>**Note: Individuals who have completed college or university course work at an institution in a country other than the United States must obtain a complete evaluation of foreign transcripts, degrees and other relevant documents. A foreign transcript evaluation is required any time foreign course work is used to meet minimum qualifications even if the foreign transcript has been accepted by a college or university in the United States.<BR><BR>Do not submit additional materials that are not requested.<BR>      <BR><BR><STRONG>Conditions:</STRONG><BR>All Positions: Offers of employment are contingent upon the successful clearance from a criminal background check, freedom from tuberculosis, and proof of identity and eligibility to work in the United States prior to the first day of work. The District may select additional qualified candidates should unexpected vacancies or needs occur during this recruitment/selection process. When education is a requirement for the position, official academic transcripts from the accredited college/university must be submitted within 60 days of hire. <BR><BR>Administrative/Executive/Faculty Positions: Contingent on funding and eligibility, successful candidates selected for an interview may be eligible to apply for partial reimbursement of travel expenses. <BR><BR>Administrative/Executive Positions: Administrative positions may be subject to the District's Conflict of Interest Code, and a statement of economic interest is required within thirty (30) days following appointment to the position. Management/Executive positions are exempt from overtime provisions of the Fair Labor Standards Act.<BR>      <BR><BR><STRONG>Additional Salary Information:</STRONG><BR>Additional stipend for an earned doctorate from an accredited university.<BR>      <BR><BR><STRONG>Location:</STRONG><BR>DO (District Office)<BR><BR>      <BR><BR><STRONG>Department:</STRONG><BR>DO Human Resources</SPAN>\r\n<SPAN STYLE= "" ><br /><BR>To be considered for this position please visit our web site and apply on line at the following link: <a href="http://apptrkr.com/236140"></SPAN><SPAN STYLE= "font-weight: bold;" >jobs.losrios.edu</SPAN><SPAN STYLE= "" ></a><BR><BR>LRCCD embraces diversity as one of the core values of the organization.  <BR><BR>The Los Rios Community College District is an equal opportunity employer, and does not discriminate regardless of race, color, sex, religion, age, sexual orientation, national origin, ancestry, disability, medical condition, political affiliation or belief, or marital status.</SPAN>\r\n<br /><br /><br /><br /><br /><font size=-2 face="arial">Copyright Â©2011 Jobelephant.com Inc. All rights reserved.</br><br /><a href="http://www.jobelephant.com/">Posted by the FREE value-added recruitment advertising agency</a> </font>\r\n\r\n<br /><br /><b>jeid-5d8ce9d11a857801fd9f417d3dd57ce4</b>	Please refer to the Job Description to view the requirements for this job	Sacramento	CA	US	95825	2012-03-06 15:07:50.64	2012-04-05 23:59:59
